Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,date,strain,country
MH053533,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1069,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-04-13,2016-04-13,MH053533,Nigeria
MH053536,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1610,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-11-07,2016-11-07,MH053536,Nigeria
MH053537,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1472,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-09-13,2016-09-13,MH053537,Nigeria
MH053538,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1398,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-07-31,2016-07-31,MH053538,Nigeria
MH053544,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0753,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-28,2016-02-28,MH053544,Nigeria
MH053545,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0572,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-11,2016-02-11,MH053545,Nigeria
MH053551,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1474,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-09-14,2016-09-14,MH053551,Nigeria
MH053552,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0777,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-28,2016-02-28,MH053552,Nigeria
MH053553,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0681,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2015-11-06,2015-11-06,MH053553,Nigeria
MH053554,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0035,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-06,2016-01-06,MH053554,Nigeria
MH053555,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0089,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-10,2016-01-10,MH053555,Nigeria
MH053557,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1306,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-06-08,2016-06-08,MH053557,Nigeria
MH053559,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0682,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2015-11-06,2015-11-06,MH053559,Nigeria
MH053560,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1150,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-04-25,2016-04-25,MH053560,Nigeria
MH053561,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0701,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-23,2016-02-23,MH053561,Nigeria
MH053562,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0104,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-05,2016-01-05,MH053562,Nigeria
MH053564,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0146,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-15,2016-01-15,MH053564,Nigeria
MH053567,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0133,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-14,2016-01-14,MH053567,Nigeria
MH053572,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0565,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-11,2016-02-11,MH053572,Nigeria
MH053573,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0543,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2015-09-14,2015-09-14,MH053573,Nigeria
MH053574,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0821,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2015-12-27,2015-12-27,MH053574,Nigeria
MH053575,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1006,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-03-24,2016-03-24,MH053575,Nigeria
MH053576,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1123,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-04-21,2016-04-21,MH053576,Nigeria
MH053577,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1591,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-11-02,2016-11-02,MH053577,Nigeria
MH053578,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0141,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-14,2016-01-14,MH053578,Nigeria
MH053580,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1070,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-04-13,2016-04-13,MH053580,Nigeria
MH053582,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0199,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-01-18,2016-01-18,MH053582,Nigeria
MH053584,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0779,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-02-29,2016-02-29,MH053584,Nigeria
MH053586,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0574,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2015-09-16,2015-09-16,MH053586,Nigeria
MH053588,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0919,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-03-16,2016-03-16,MH053588,Nigeria
MH053589,Mammarenavirus lassaense,"Odia,I., Ehaine,P., Oguzie,J.U., Siddle,K.J., Mehta,S., Barnes,K.M., Winnicki,S.M., Brehio,P., Shah,R., Chak,B., Yozwiak,N., Amao,A., Nosamiefan,I., Birren,B.W., Park,D.J., Folarin,O., Okokhere,P., Sabeti,P.C., Happi,C.T.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2018-03-21,Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1609,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2016-11-01,2016-11-01,MH053589,Nigeria
KU978810,Mammarenavirus lassaense,"Rossi,S.L., Guerbois,M., Forrester,N.L., Ksiazek,T., Lin,D., Hari,K., Weaver,S.C.","University of Texas Medical Branch, Microbiology and Immunology",USA,2017-03-25,GUINEA Z-185a,Mammarenavirus lassaense,partial,Guinea,Guinea,Homo sapiens,,1981-01-20,1981-01-20,KU978810,Guinea
KU978811,Mammarenavirus lassaense,"Rossi,S.L., Guerbois,M., Forrester,N.L., Ksiazek,T., Lin,D., Hari,K., Weaver,S.C.","University of Texas Medical Branch, Microbiology and Immunology",USA,2017-03-25,NIGERIA IKEJI,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,,1989-01-01,1989-01-01,KU978811,Nigeria
LT601602,Mammarenavirus lassaense,"Hain,T.","Institute for Medical Microbiology, NGS core facility, Justus-Liebig-University, Institute for Medical Microbiology, Schuberttrasse 81, 35392 Giessen, Hessia, 35392",Germany,2016-07-28,Alzey,Mammarenavirus lassaense,partial,Germany,Germany,,,2016-03-16,2016-03-16,LT601602,Germany
KT992416,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-08,2014-05-08,KT992416,Guinea
KT992417,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-08,2014-05-08,KT992417,Guinea
KT992418,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-09,2014-05-09,KT992418,Guinea
KT992419,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-09,2014-05-09,KT992419,Guinea
KT992420,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-09,2014-05-09,KT992420,Guinea
KT992421,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Guinea,Guinea,Mastomys erythroleucus,blood,2014-05-10,2014-05-10,KT992421,Guinea
KT992422,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fasogbon,A., Becker-Ziaja,B., Pahlman,M., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Mastomys erythroleucus,blood,2011-10-23,2011-10-23,KT992422,Nigeria
KT992423,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fasogbon,A., Becker-Ziaja,B., Pahlman,M., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Mastomys erythroleucus,blood,2011-10-24,2011-10-24,KT992423,Nigeria
KT992424,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fasogbon,A., Becker-Ziaja,B., Pahlman,M., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Mastomys erythroleucus,blood,2012-10-29,2012-10-29,KT992424,Nigeria
KT992425,Mammarenavirus lassaense,"Olayemi,A., Cadar,D., Magassouba,N., Obadare,A., Kourouma,F., Oyeyiola,A., Fasogbon,S., Igbokwe,J., Rieger,T., Bockholt,S., Jerome,H., Schmidt-Chanasit,J., Garigliany,M., Lorenzen,S., Igbahenah,F., Fichet,J.N., Ortsega,D., Omilabu,S., Gunther,S., Fichet-Calvet,E., Fichet,J.-N.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2016-05-31,,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Hylomyscus pamfi,blood,2012-03-15,2012-03-15,KT992425,Nigeria
KU961971,Mammarenavirus lassaense,"Rieger,T., Cadar,D., Schmidt-Chanasit,J., Gunther,S.","Bernhard Nocht Institute for Tropical Medicine, WHO Collaborating Centre for Arboviruses and Hemorrhagic Fever Reference and Research",Germany,2016-03-23,Togo/2016/7082,Mammarenavirus lassaense,complete,Togo,Togo,Homo sapiens,blood,2016-02-26,2016-02-26,KU961971,Togo
KM821773,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14,,Mammarenavirus lassaense,partial,Sierra Leone,Sierra Leone,Homo sapiens,,2009,2009,KM821773,Sierra Leone
KM821775,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14,,Mammarenavirus lassaense,partial,Sierra Leone,Sierra Leone,Homo sapiens,,2009,2009,KM821775,Sierra Leone
